Regional Economy,Statistic,Value,Footnote,Year,Unit of Measure,Sustainable Development Goal,ADB Economy Code
Vanuatu,"9.c.1 – Proportion of Population Covered by Mobile Network, 3G",70,,2022,%,9.c.1,VAN
Viet Nam,"9.c.1 – Proportion of Population Covered by Mobile Network, 3G",99.9,,2022,%,9.c.1,VIE
Afghanistan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",26,,2021,%,9.c.1,AFG
Armenia,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",100,,2022,%,9.c.1,ARM
Australia,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",99.7,,2022,%,9.c.1,AUS
Azerbaijan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",94,,2022,%,9.c.1,AZE
Bangladesh,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",98.5,,2022,%,9.c.1,BAN
Bhutan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",97,,2022,%,9.c.1,BHU
Brunei Darussalam,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",98.6,,2022,%,9.c.1,BRU
Cambodia,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",92.1,,2022,%,9.c.1,CAM
"China, People's Republic of","9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",99.9,,2022,%,9.c.1,PRC
Cook Islands,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",55,,2021,%,9.c.1,COO
Fiji,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",80,,2021,%,9.c.1,FIJ
Georgia,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",99.7,,2022,%,9.c.1,GEO
"Hong Kong, China","9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",99,,2022,%,9.c.1,HKG
India,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",98.7,,2022,%,9.c.1,IND
Indonesia,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",96.5,,2022,%,9.c.1,INO
Japan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",96.6,,2022,%,9.c.1,JPN
Kazakhstan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",87.3,,2022,%,9.c.1,KAZ
Kiribati,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",64,,2022,%,9.c.1,KIR
"Korea, Republic of","9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",99.9,,2022,%,9.c.1,KOR
Kyrgyz Republic,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",96.9,,2022,%,9.c.1,KGZ
Lao People's Democratic Republic,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",52,,2021,%,9.c.1,LAO
Malaysia,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",96.9,,2022,%,9.c.1,MAL
Maldives,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",100,,2022,%,9.c.1,MLD
Marshall Islands,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",,,,%,9.c.1,RMI
"Micronesia, Federated States of","9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",0,,2021,%,9.c.1,FSM
Mongolia,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",99,,2022,%,9.c.1,MON
Myanmar,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",94.3,,2022,%,9.c.1,MYA
Nauru,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",30,,2021,%,9.c.1,NAU
Nepal,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",45,,2021,%,9.c.1,NEP
New Zealand,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",97.5,,2022,%,9.c.1,NZL
Niue,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",60,,2021,%,9.c.1,NIU
Pakistan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",76.4,,2022,%,9.c.1,PAK
Palau,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",,,,%,9.c.1,PAL
Papua New Guinea,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",50,,2021,%,9.c.1,PNG
Philippines,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",80,,2021,%,9.c.1,PHI
Samoa,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",99,,2022,%,9.c.1,SAM
Singapore,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",100,,2022,%,9.c.1,SIN
Solomon Islands,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",25,,2021,%,9.c.1,SOL
Sri Lanka,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",97,,2022,%,9.c.1,SRI
"Taipei,China","9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",100,,2022,%,9.c.1,TAP
Tajikistan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",80,,2021,%,9.c.1,TAJ
Thailand,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",98.1,,2022,%,9.c.1,THA
Timor-Leste,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",45,,2022,%,9.c.1,TIM
Tonga,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",96,,2021,%,9.c.1,TON
Turkmenistan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",67,,2021,%,9.c.1,TKM
Tuvalu,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",25,,2021,%,9.c.1,TUV
Uzbekistan,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",85,,2022,%,9.c.1,UZB
Vanuatu,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",70,,2022,%,9.c.1,VAN
Viet Nam,"9.c.1 – Proportion of Population Covered by Mobile Network, LTE/WiMAX",99.9,,2022,%,9.c.1,VIE
Afghanistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,AFG
Armenia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,2.4,,2013-2018,%,10.1.1,ARM
Azerbaijan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,AZE
Bangladesh,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,1.5,,2010-2016,%,10.1.1,BAN
Bhutan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,1.7,,2012-2017,%,10.1.1,BHU
Brunei Darussalam,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,BRU
Cambodia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,CAM
"China, People's Republic of",10.1.1 – Growth Rates of Household Expenditure or Income per Capita,4,,2015-2020,%,10.1.1,PRC
Cook Islands,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,COO
Fiji,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,FIJ
Georgia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,-0.9,,2016-2021,%,10.1.1,GEO
"Hong Kong, China",10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,HKG
India,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,IND
Indonesia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,2.3,,2018-2023,%,10.1.1,INO
Kazakhstan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,4.2,,2016-2021,%,10.1.1,KAZ
Kiribati,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,KIR
"Korea, Republic of",10.1.1 – Growth Rates of Household Expenditure or Income per Capita,2.3,,2012-2016,%,10.1.1,KOR
Kyrgyz Republic,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,2.5,,2016-2021,%,10.1.1,KGZ
Lao People's Democratic Republic,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,3.1,,2012-2018,%,10.1.1,LAO
Malaysia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,3.1,,2015-2021,%,10.1.1,MAL
Maldives,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,MLD
Marshall Islands,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,RMI
"Micronesia, Federated States of",10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,FSM
Mongolia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,3.1,,2016-2018,%,10.1.1,MON
Myanmar,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,1.3,,2015-2017,%,10.1.1,MYA
Nauru,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,NAU
Nepal,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,NEP
Niue,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,NIU
Pakistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,1.3,,2013-2018,%,10.1.1,PAK
Palau,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,PAL
Papua New Guinea,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,PNG
Philippines,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,0.8,,2015-2021,%,10.1.1,PHI
Samoa,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,SAM
Singapore,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,SIN
Solomon Islands,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,SOL
Sri Lanka,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,0.7,,2016-2019,%,10.1.1,SRI
"Taipei,China",10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,TAP
Tajikistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,TAJ
Thailand,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,0.6,,2017-2021,%,10.1.1,THA
Timor-Leste,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,TIM
Tonga,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,5.1,,2015-2021,%,10.1.1,TON
Turkmenistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,TKM
Tuvalu,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,TUV
Uzbekistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,UZB
Vanuatu,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,,,,%,10.1.1,VAN
Viet Nam,10.1.1 – Growth Rates of Household Expenditure or Income per Capita,2.8,,2016-2022,%,10.1.1,VIE
Afghanistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,AFG
Armenia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.3,,2013-2018,%,10.1.1,ARM
Azerbaijan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,AZE
Bangladesh,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.4,,2010-2016,%,10.1.1,BAN
Bhutan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.6,,2012-2017,%,10.1.1,BHU
Brunei Darussalam,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,BRU
Cambodia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,CAM
"China, People's Republic of",10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,5.4,,2015-2020,%,10.1.1,PRC
Cook Islands,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,COO
Fiji,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,FIJ
Georgia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,0.2,,2016-2021,%,10.1.1,GEO
"Hong Kong, China",10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,HKG
India,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,IND
Indonesia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,3.1,,2018-2023,%,10.1.1,INO
Kazakhstan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,3.7,,2016-2021,%,10.1.1,KAZ
Kiribati,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,KIR
"Korea, Republic of",10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,2.5,,2012-2016,%,10.1.1,KOR
Kyrgyz Republic,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.6,,2016-2021,%,10.1.1,KGZ
Lao People's Democratic Republic,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.9,,2012-2018,%,10.1.1,LAO
Malaysia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,3.2,,2015-2021,%,10.1.1,MAL
Maldives,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,MLD
Marshall Islands,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,RMI
"Micronesia, Federated States of",10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,FSM
Mongolia,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,2.5,,2016-2018,%,10.1.1,MON
Myanmar,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,9.5,,2015-2017,%,10.1.1,MYA
Nauru,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,NAU
Nepal,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,NEP
Niue,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,NIU
Pakistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.3,,2013-2018,%,10.1.1,PAK
Palau,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,PAL
Papua New Guinea,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,PNG
Philippines,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,3,,2015-2021,%,10.1.1,PHI
Samoa,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,SAM
Singapore,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,SIN
Solomon Islands,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,SOL
Sri Lanka,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.7,,2016-2019,%,10.1.1,SRI
"Taipei,China",10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TAP
Tajikistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TAJ
Thailand,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.5,,2017-2021,%,10.1.1,THA
Timor-Leste,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TIM
Tonga,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,7.8,,2015-2021,%,10.1.1,TON
Turkmenistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TKM
Tuvalu,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TUV
Uzbekistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,UZB
Vanuatu,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,VAN
Viet Nam,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,2.6,,2016-2022,%,10.1.1,VIE
Afghanistan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,75.2,,2019,µg/m3,11.6.2,AFG
Armenia,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,36.2,,2019,µg/m3,11.6.2,ARM
Azerbaijan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,26.2,,2019,µg/m3,11.6.2,AZE
Bangladesh,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,46.8,,2019,µg/m3,11.6.2,BAN
Bhutan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,16.9,,2019,µg/m3,11.6.2,BHU
Brunei Darussalam,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,6.8,,2019,µg/m3,11.6.2,BRU
Cambodia,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,18.3,,2019,µg/m3,11.6.2,CAM
"China, People's Republic of",11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,40.2,,2019,µg/m3,11.6.2,PRC
Cook Islands,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,7.9,,2019,µg/m3,11.6.2,COO
Fiji,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,8.1,,2019,µg/m3,11.6.2,FIJ
